package,ondiskversion,loadedversion,path,loadedpath,attached,is_base,date,repo,source,md5ok,library
espnscrapeR,0.6.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/espnscrapeR,NA,FALSE,FALSE,2021-10-27,GitHub,Github (jthomasmock/espnscrapeR@084ce80d6205e21ec563764f1d799a32b272a6b9),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
evaluate,0.15,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/evaluate,NA,FALSE,FALSE,2022-02-18,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
exactRankTests,0.8-34,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/exactRankTests,NA,FALSE,FALSE,2021-10-11,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
fansi,1.0.3,1.0.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fansi,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fansi,FALSE,FALSE,2022-03-24,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
farver,2.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/farver,NA,FALSE,FALSE,2021-02-28,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
fastmap,1.1.0,1.1.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fastmap,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fastmap,FALSE,FALSE,2021-01-25,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
fastrmodels,1.0.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fastrmodels,NA,FALSE,FALSE,2021-02-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
filelock,1.0.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/filelock,NA,FALSE,FALSE,2018-10-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
flexdashboard,0.5.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/flexdashboard,NA,FALSE,FALSE,2020-06-24,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
flextable,0.6.9,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/flextable,NA,FALSE,FALSE,2021-10-07,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
FNN,1.1.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/FNN,NA,FALSE,FALSE,2019-02-15,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
fontawesome,0.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fontawesome,NA,FALSE,FALSE,2021-07-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
forcats,0.5.1,0.5.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/forcats,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/forcats,TRUE,FALSE,2021-01-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
foreach,1.5.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/foreach,NA,FALSE,FALSE,2020-10-15,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
foreign,0.8-81,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/foreign,NA,FALSE,FALSE,2020-12-22,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
formattable,0.2.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/formattable,NA,FALSE,FALSE,2021-01-07,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
Formula,1.2-4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Formula,NA,FALSE,FALSE,2020-10-16,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
fs,1.5.2,1.5.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fs,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/fs,FALSE,FALSE,2021-12-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
furrr,0.2.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/furrr,NA,FALSE,FALSE,2021-06-25,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
future,1.22.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/future,NA,FALSE,FALSE,2021-08-25,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
future.apply,1.8.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/future.apply,NA,FALSE,FALSE,2021-08-10,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gamm4,0.2-6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gamm4,NA,FALSE,FALSE,2020-04-03,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gapminder,0.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gapminder,NA,FALSE,FALSE,2017-10-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gargle,1.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gargle,NA,FALSE,FALSE,2021-07-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gdtools,0.2.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gdtools,NA,FALSE,FALSE,2021-01-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
generics,0.1.2,0.1.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/generics,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/generics,FALSE,FALSE,2022-01-31,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geocompkg,2.0.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geocompkg,NA,FALSE,FALSE,2021-11-01,GitHub,Github (geocompr/geocompkg@e623bb4c86b33cec41af21024162adbf50fe5f47),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geodata,0.3-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geodata,NA,FALSE,FALSE,2021-09-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geojson,0.3.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geojson,NA,FALSE,FALSE,2020-06-23,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geojsonio,0.9.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geojsonio,NA,FALSE,FALSE,2021-01-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geojsonlint,0.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geojsonlint,NA,FALSE,FALSE,2020-02-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geojsonsf,2.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geojsonsf,NA,FALSE,FALSE,2020-10-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geometa,0.6-4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geometa,NA,FALSE,FALSE,2021-09-16,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geometries,0.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geometries,NA,FALSE,FALSE,2020-11-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geomtextpath,0.1.0.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geomtextpath,NA,FALSE,FALSE,2022-03-11,GitHub,Github (AllanCameron/geomtextpath@f11e256bb74ebe8b88de026f67262430ca3b8d2d),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
geosphere,1.5-14,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/geosphere,NA,FALSE,FALSE,2021-10-13,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gert,1.6.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gert,NA,FALSE,FALSE,2022-03-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
getPass,0.2-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/getPass,NA,FALSE,FALSE,2017-07-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggbeeswarm,0.6.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggbeeswarm,NA,FALSE,FALSE,2017-08-07,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggExtra,0.9,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggExtra,NA,FALSE,FALSE,2019-08-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggforce,0.3.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggforce,NA,FALSE,FALSE,2021-03-05,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggfun,0.0.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggfun,NA,FALSE,FALSE,2022-04-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggfx,1.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggfx,NA,FALSE,FALSE,2021-03-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggimage,0.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggimage,NA,FALSE,FALSE,2021-09-29,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gginnards,0.1.0-1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gginnards,NA,FALSE,FALSE,2021-07-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggiraph,0.7.10,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggiraph,NA,FALSE,FALSE,2021-05-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggplot2,3.3.5,3.3.5,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggplot2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggplot2,TRUE,FALSE,2021-06-25,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggplotify,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggplotify,NA,FALSE,FALSE,2021-09-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggpmisc,0.4.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggpmisc,NA,FALSE,FALSE,2021-12-11,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggpp,0.4.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggpp,NA,FALSE,FALSE,2021-12-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggpubr,0.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggpubr,NA,FALSE,FALSE,2020-06-27,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggrepel,0.9.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggrepel,NA,FALSE,FALSE,2021-01-15,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggridges,0.5.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggridges,NA,FALSE,FALSE,2021-01-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggsci,2.9,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggsci,NA,FALSE,FALSE,2018-05-14,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggsignif,0.6.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggsignif,NA,FALSE,FALSE,2021-09-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggtext,0.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggtext,NA,FALSE,FALSE,2020-12-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ggthemes,4.2.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ggthemes,NA,FALSE,FALSE,2021-01-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gh,1.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gh,NA,FALSE,FALSE,2021-04-30,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gistfo,0.0.2.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gistfo,NA,FALSE,FALSE,2021-10-27,GitHub,Github (MilesMcBain/gistfo@6fc8111c4b064067f199cbb600edd6f0518e72b3),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gistr,0.9.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gistr,NA,FALSE,FALSE,2020-07-29,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gitcreds,0.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gitcreds,NA,FALSE,FALSE,2020-12-04,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
globals,0.14.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/globals,NA,FALSE,FALSE,2020-11-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
glue,1.6.2,1.6.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/glue,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/glue,FALSE,FALSE,2022-02-24,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
googledrive,2.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/googledrive,NA,FALSE,FALSE,2021-07-08,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
googlePolylines,0.8.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/googlePolylines,NA,FALSE,FALSE,2020-12-15,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
googlesheets4,1.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/googlesheets4,NA,FALSE,FALSE,2021-07-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gower,0.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gower,NA,FALSE,FALSE,2020-06-23,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
GPfit,1.0-8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/GPfit,NA,FALSE,FALSE,2019-02-08,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gridExtra,2.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gridExtra,NA,FALSE,FALSE,2017-09-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gridGraphics,0.5-1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gridGraphics,NA,FALSE,FALSE,2020-12-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gridtext,0.1.4.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gridtext,NA,FALSE,FALSE,2021-10-27,GitHub,Github (wilkelab/gridtext@8c8fb73128f17d9f135fe20f985757312418c49a),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gstat,2.0-8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gstat,NA,FALSE,FALSE,2021-10-06,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gsubfn,0.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gsubfn,NA,FALSE,FALSE,2018-03-16,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gt,0.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gt,NA,FALSE,FALSE,2022-02-15,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gtable,0.3.0,0.3.0,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtable,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtable,FALSE,FALSE,2019-03-25,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gtExtras,0.2.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtExtras,NA,FALSE,FALSE,2022-04-11,GitHub,Github (jthomasmock/gtExtras@e621fc4580a0860ef9481c9deffcad8ed5eb7fff),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gtools,3.9.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtools,NA,FALSE,FALSE,2021-06-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
gtsummary,1.5.0.9002,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/gtsummary,NA,FALSE,FALSE,2021-11-02,GitHub,Github (ddsjoberg/gtsummary@fdca6807bd03a09f3b601a48c247dd7888232919),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
hardhat,0.1.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/hardhat,NA,FALSE,FALSE,2021-07-14,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
haven,2.4.3,2.4.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/haven,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/haven,FALSE,FALSE,2021-08-04,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
here,1.0.1,1.0.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/here,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/here,FALSE,FALSE,2020-12-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
hexbin,1.28.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/hexbin,NA,FALSE,FALSE,2021-01-08,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
highcharter,0.9.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/highcharter,NA,FALSE,FALSE,2022-01-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
highr,0.9,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/highr,NA,FALSE,FALSE,2021-04-16,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
historydata,0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/historydata,NA,FALSE,FALSE,2014-12-24,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
Hmisc,4.6-0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Hmisc,NA,FALSE,FALSE,2021-10-07,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
hms,1.1.1,1.1.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/hms,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/hms,FALSE,FALSE,2021-09-26,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
htmlTable,2.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmlTable,NA,FALSE,FALSE,2021-10-12,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
htmltools,0.5.2,0.5.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmltools,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmltools,FALSE,FALSE,2021-08-25,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
htmlwidgets,1.5.4,1.5.4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmlwidgets,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/htmlwidgets,FALSE,FALSE,2021-09-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
httpcode,0.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/httpcode,NA,FALSE,FALSE,2020-04-10,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
httpuv,1.6.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/httpuv,NA,FALSE,FALSE,2022-01-05,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
httr,1.4.2,1.4.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/httr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/httr,FALSE,FALSE,2020-07-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
hunspell,3.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/hunspell,NA,FALSE,FALSE,2020-12-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
huxtable,5.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/huxtable,NA,FALSE,FALSE,2021-05-14,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
icons,0.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/icons,NA,FALSE,FALSE,2021-11-04,GitHub,Github (mitchelloharawild/icons@6e4dc378ac86c1d4f4ea167f408bed07b3df14fb),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ids,1.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ids,NA,FALSE,FALSE,2017-05-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
igraph,1.2.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/igraph,NA,FALSE,FALSE,2021-10-15,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
infer,1.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/infer,NA,FALSE,FALSE,2021-08-13,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
influenceR,0.1.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/influenceR,NA,FALSE,FALSE,2021-09-25,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ini,0.3.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ini,NA,FALSE,FALSE,2018-05-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
inline,0.3.19,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/inline,NA,FALSE,FALSE,2021-05-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
intervals,0.15.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/intervals,NA,FALSE,FALSE,2020-04-04,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ipred,0.9-12,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ipred,NA,FALSE,FALSE,2021-09-15,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
isoband,0.2.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/isoband,NA,FALSE,FALSE,2021-07-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
