package,ondiskversion,loadedversion,path,loadedpath,attached,is_base,date,repo,source,md5ok,library
polyclip,1.10-0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/polyclip,NA,FALSE,FALSE,2019-03-14,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
polynom,1.4-0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/polynom,NA,FALSE,FALSE,2019-03-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
posterior,1.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/posterior,NA,FALSE,FALSE,2021-09-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
praise,1.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/praise,NA,FALSE,FALSE,2015-08-11,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
prettycode,1.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prettycode,NA,FALSE,FALSE,2019-12-16,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
prettyunits,1.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prettyunits,NA,FALSE,FALSE,2020-01-24,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
prismatic,1.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prismatic,NA,FALSE,FALSE,2021-10-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pROC,1.18.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pROC,NA,FALSE,FALSE,2021-09-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
processx,3.5.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/processx,NA,FALSE,FALSE,2022-03-25,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
prodlim,2019.11.13,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/prodlim,NA,FALSE,FALSE,2019-11-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
profmem,0.6.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/profmem,NA,FALSE,FALSE,2020-12-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
profvis,0.3.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/profvis,NA,FALSE,FALSE,2020-11-02,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
progress,1.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/progress,NA,FALSE,FALSE,2019-05-16,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
progressr,0.9.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/progressr,NA,FALSE,FALSE,2021-09-24,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
projpred,2.0.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/projpred,NA,FALSE,FALSE,2020-10-28,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
promises,1.2.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/promises,NA,FALSE,FALSE,2021-02-11,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
proto,1.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/proto,NA,FALSE,FALSE,2016-10-29,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
protolite,2.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/protolite,NA,FALSE,FALSE,2021-07-28,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
proxy,0.4-26,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/proxy,NA,FALSE,FALSE,2021-06-07,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
pryr,0.1.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/pryr,NA,FALSE,FALSE,2021-07-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ps,1.6.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ps,NA,FALSE,FALSE,2021-02-28,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
purrr,0.3.4,0.3.4,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/purrr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/purrr,TRUE,FALSE,2020-04-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
qpdf,1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/qpdf,NA,FALSE,FALSE,2019-03-07,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
qs,0.25.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/qs,NA,FALSE,FALSE,2021-07-25,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
quantmod,0.4.18,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/quantmod,NA,FALSE,FALSE,2020-12-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
quantreg,5.86,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/quantreg,NA,FALSE,FALSE,2021-06-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
quarto,1.0.0.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/quarto,NA,FALSE,FALSE,2021-11-18,GitHub,Github (quarto-dev/quarto-r@8f5c74dfa546b32be15fda41c53cdc977605e4f7),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
R.cache,0.15.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R.cache,NA,FALSE,FALSE,2021-04-30,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
R.methodsS3,1.8.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R.methodsS3,NA,FALSE,FALSE,2020-08-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
R.oo,1.24.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R.oo,NA,FALSE,FALSE,2020-08-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
R.utils,2.11.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R.utils,NA,FALSE,FALSE,2021-09-26,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
R6,2.5.1,2.5.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R6,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/R6,FALSE,FALSE,2021-08-19,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ragg,1.2.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ragg,NA,FALSE,FALSE,2022-02-21,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rando,0.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rando,NA,FALSE,FALSE,2021-02-16,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
ranger,0.13.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/ranger,NA,FALSE,FALSE,2021-07-14,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rapidjsonr,1.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rapidjsonr,NA,FALSE,FALSE,2020-03-08,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RApiSerialize,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RApiSerialize,NA,FALSE,FALSE,2014-04-19,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rappdirs,0.3.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rappdirs,NA,FALSE,FALSE,2021-01-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
raster,3.5-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/raster,NA,FALSE,FALSE,2021-10-11,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rasterVis,0.51.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rasterVis,NA,FALSE,FALSE,2021-10-11,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rcartocolor,2.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rcartocolor,NA,FALSE,FALSE,2019-05-03,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rcmdcheck,1.4.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rcmdcheck,NA,FALSE,FALSE,2021-09-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RColorBrewer,1.1-3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RColorBrewer,NA,FALSE,FALSE,2022-04-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
Rcpp,1.0.8.3,1.0.8.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Rcpp,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/Rcpp,FALSE,FALSE,2022-03-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RcppArmadillo,0.10.7.0.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RcppArmadillo,NA,FALSE,FALSE,2021-09-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RcppEigen,0.3.3.9.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RcppEigen,NA,FALSE,FALSE,2020-12-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RcppParallel,5.1.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RcppParallel,NA,FALSE,FALSE,2021-05-04,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RCurl,1.98-1.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RCurl,NA,FALSE,FALSE,2021-09-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
reactable,0.2.3,0.2.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reactable,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reactable,FALSE,FALSE,2020-10-04,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
reactR,0.4.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reactR,NA,FALSE,FALSE,2021-02-22,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
readr,2.0.2,2.0.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readr,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readr,TRUE,FALSE,2021-09-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
readxl,1.3.1,1.3.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readxl,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/readxl,FALSE,FALSE,2019-03-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
recipes,0.1.17,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/recipes,NA,FALSE,FALSE,2021-09-27,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rematch,1.0.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rematch,NA,FALSE,FALSE,2016-04-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rematch2,2.1.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rematch2,NA,FALSE,FALSE,2020-05-01,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
remotes,2.4.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/remotes,NA,FALSE,FALSE,2021-11-30,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
renv,0.15.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/renv,NA,FALSE,FALSE,2022-03-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
repr,1.1.3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/repr,NA,FALSE,FALSE,2021-01-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
reprex,2.0.1,2.0.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reprex,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reprex,FALSE,FALSE,2021-08-05,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
reshape2,1.4.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reshape2,NA,FALSE,FALSE,2020-04-09,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
reticulate,1.22,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/reticulate,NA,FALSE,FALSE,2021-09-17,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
revgeo,0.15,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/revgeo,NA,FALSE,FALSE,2017-11-17,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rex,1.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rex,NA,FALSE,FALSE,2020-04-21,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rgdal,1.5-27,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rgdal,NA,FALSE,FALSE,2021-09-16,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rgeos,0.5-8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rgeos,NA,FALSE,FALSE,2021-09-22,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rgrass7,0.2-6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rgrass7,NA,FALSE,FALSE,2021-10-01,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rio,0.5.27,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rio,NA,FALSE,FALSE,2021-06-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rjson,0.2.21,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rjson,NA,FALSE,FALSE,2022-01-09,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RJSONIO,1.3-1.6,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RJSONIO,NA,FALSE,FALSE,2021-09-16,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rlang,1.0.2,1.0.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rlang,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rlang,FALSE,FALSE,2022-03-04,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rlist,0.4.6.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rlist,NA,FALSE,FALSE,2021-09-03,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rmapshaper,0.4.5,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rmapshaper,NA,FALSE,FALSE,2021-05-26,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RMariaDB,1.2.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RMariaDB,NA,FALSE,FALSE,2021-12-20,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rmarkdown,2.13,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rmarkdown,NA,FALSE,FALSE,2022-03-10,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RMySQL,0.10.23,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RMySQL,NA,FALSE,FALSE,2021-12-14,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rnaturalearth,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rnaturalearth,NA,FALSE,FALSE,2017-03-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rnaturalearthdata,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rnaturalearthdata,NA,FALSE,FALSE,2017-02-21,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rngtools,1.5.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rngtools,NA,FALSE,FALSE,2021-09-20,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
roxygen2,7.1.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/roxygen2,NA,FALSE,FALSE,2021-09-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rpart,4.1-15,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rpart,NA,FALSE,FALSE,2019-04-12,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RPostgreSQL,0.7-3,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RPostgreSQL,NA,FALSE,FALSE,2021-10-22,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rprojroot,2.0.3,2.0.3,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rprojroot,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rprojroot,FALSE,FALSE,2022-04-02,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RSAGA,1.3.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RSAGA,NA,FALSE,FALSE,2018-11-12,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rsample,0.1.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rsample,NA,FALSE,FALSE,2021-05-08,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rsconnect,0.8.26,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rsconnect,NA,FALSE,FALSE,2022-04-04,GitHub,Github (rstudio/rsconnect@9c72d5ea8c2e5be2283395a9667b77313a77a017),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RSelenium,1.7.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RSelenium,NA,FALSE,FALSE,2020-02-03,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
RSQLite,2.2.8,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/RSQLite,NA,FALSE,FALSE,2021-08-21,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rstan,2.21.2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstan,NA,FALSE,FALSE,2020-07-27,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rstantools,2.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstantools,NA,FALSE,FALSE,2020-07-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rstatix,0.7.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstatix,NA,FALSE,FALSE,2021-02-13,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rsthemes,0.3.1,0.3.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rsthemes,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rsthemes,FALSE,FALSE,2022-01-16,r-universe,https://gadenbuie.r-universe.dev (R 4.1.2),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rstudio.prefs,0.1.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstudio.prefs,NA,FALSE,FALSE,2021-09-21,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rstudioapi,0.13,0.13,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstudioapi,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rstudioapi,FALSE,FALSE,2020-11-12,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rtweet,0.7.0.9008,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rtweet,NA,FALSE,FALSE,2021-11-28,GitHub,Github (ropensci/rtweet@7c0dc6015bd25d98909567eb849eac894fbb55bc),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rversions,2.1.1,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rversions,NA,FALSE,FALSE,2021-05-31,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
rvest,1.0.2,1.0.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rvest,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/rvest,FALSE,FALSE,2021-10-16,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
s2,1.0.7,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/s2,NA,FALSE,FALSE,2021-09-28,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sass,0.4.1.9000,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sass,NA,FALSE,FALSE,2022-04-11,GitHub,Github (rstudio/sass@ad1d5365eb69ef72d4aa626bb55e9df514d3ffdb),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
satellite,1.0.4,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/satellite,NA,FALSE,FALSE,2021-10-12,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
scales,1.1.1,1.1.1,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/scales,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/scales,FALSE,FALSE,2020-05-11,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
scico,1.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/scico,NA,FALSE,FALSE,2020-06-08,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
selectr,0.4-2,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/selectr,NA,FALSE,FALSE,2019-11-20,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
semver,0.2.0,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/semver,NA,FALSE,FALSE,2017-01-06,CRAN,CRAN (R 4.1.0),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
servr,0.23,NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/servr,NA,FALSE,FALSE,2021-08-11,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
sessioninfo,1.2.2,1.2.2,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sessioninfo,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library/sessioninfo,FALSE,FALSE,2021-12-06,CRAN,CRAN (R 4.1.1),NA,/Library/Frameworks/R.framework/Versions/4.1-arm64/Resources/library
